product_id,product_name,category,brand,price,stock_quantity,created_at
507,Smart TV 256pol Multilaser,ELETRONICOS,Multilaser,"R$ 5.976,06",-5,22/03/2025 00:00
97,Quadro Decorativo 3 Genérico,DecoraÃ§Ã£o,Genérico,3161.47,-5,2023/08/15
457,Mesa de jantar 12 lugares Madesa,Móveis,Madesa,"3764,38",-5,23/01/2026 00:00
118,Vaso Decorativo 65 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"R$ 3.980,03",-1,2024-10-06T00:00:00
386,Vaso Decorativo 128 Casa Store,DecoraÃ§Ã£o,Casa Store,"8843,41",9,2023/08/09
475,Smart TV 8pol AOC,Eletronicos,AOC,1614.71,432,15/09/2025
77,Cama Box Casal 8 Politorno,Móveis,Politorno,2774.46,-1,2025-01-24T00:00:00
111,Rack para TV 512 Politorno,MOVEIS,Politorno,3199.39,326,10/22/2025
149,Luminária de Mesa 3 Trinity,DECORACAO,Trinity,"8970,09",397,20/07/2025 00:00
127,Notebook 3pol Samsung,Informática,Samsung,346.02,-1,05/09/2025
340,Soundbar 512 Samsung,Eletrônicos,Samsung,6657.09,-1,12-04-2026
463,Cama Box Casal 40 Móveis Bento,MOVEIS,Móveis Bento,1729.45,-1,2025-04-26T00:00:00
424,Micro-ondas 128L LG,Eletrodomésticos,LG,291.7,,2025-03-28T00:00:00
171,Cama Box Casal 55 Madesa,moveis,Madesa,5534.97,,11/29/2024
536,Ar Condicionado 65BTUs Electrolux,ELETRODOMESTICOS,Electrolux,4611.45,,07-01-2026
227,Micro-ondas 512L Brastemp,eletrodomesticos,Brastemp,5466.13,,25-10-2023
131,Quadro Decorativo 40 Casa Store,Decoração,Casa Store,"R$ 6.040,96",,2023-11-03T00:00:00
420,Smart TV 512pol Sony,Eletronicos,Sony,"1462,5",-1,07-01-2024
17,Smart TV 65pol Philips,Eletrônicos,Philips,,,2025-01-29
589,Luminária de Mesa 55 Casa Store,Decoração,Casa Store,"4367,71",,09/09/2025
266,Notebook 6pol Acer,informatica,Acer,"R$ 4.030,96",-1,18/07/2025
435,Micro-ondas 256L LG,ELETRODOMESTICOS,LG,4360.44,,2026-05-09T00:00:00
143,Fone de Ouvido Bluetooth 4 Samsung,Eletronicos,Samsung,"R$ 1.047,48",-1,08/01/2025
325,Quadro Decorativo 12 Kappesberg,DecoraÃ§Ã£o,Kappesberg,,-5,2024-02-09
416,Geladeira Frost Free 55L Brastemp,Eletrodomésticos,Brastemp,"2337,98",-1,18-01-2026
31,Micro-ondas 512L Samsung,Eletrodomésticos,Samsung,1671.67,224,31-10-2023
26,Cama Box Casal 4 Genérico,Móveis,Genérico,"R$ 3.740,16",-5,2023-11-06T00:00:00
387,Geladeira Frost Free 12L Electrolux,Eletrodomésticos,Electrolux,"R$ 8.246,87",-1,
42,Notebook 512pol Acer,INFORMATICA,Acer,"R$ 967,28",-5,28/10/2023
110,Quadro Decorativo 512 Trinity,DECORACAO,Trinity,"R$ 7.474,20",,04-08-2023
588,Monitor 6pol Multilaser,Informática,Multilaser,3808.68,,11/12/2024
64,Teclado Mecânico 8 Samsung,Informática,Samsung,"171,55",-1,2024/10/24
361,Monitor 50pol Multilaser,INFORMATICA,Multilaser,,451,2026-01-09T00:00:00
82,Mesa de jantar 8 lugares Madesa,MOVEIS,Madesa,8966.21,469,
93,Luminária de Mesa 2 Genérico,DECORACAO,Genérico,591.04,112,
3,Vaso Decorativo 55 Kappesberg,decoracao,Kappesberg,"5084,34",-5,2024-10-04
72,LuminÃ¡ria de Mesa 256 GenÃ©rico,Decoração,Genérico,1342.31,-1,26/01/2024 00:00
123,Smart TV 50pol Philips,EletrÃ´nicos,Philips,3902.07,-1,26/04/2026
279,Máquina de Lavar 50Kg Electrolux,Eletrodomésticos,Electrolux,"7647,19",-5,06/03/2024
195,Tapete 1x3 Trinity,DECORACAO,Trinity,5880.01,,2026-06-29T00:00:00
563,SSD 2GB Samsung,Informática,Samsung,"R$ 1.067,40",-1,2024/09/07
520,Quadro Decorativo 256 Trinity,DecoraÃ§Ã£o,Trinity,"R$ 4.955,25",,27-12-2023
477,Teclado Mecânico 12 Samsung,informatica,Samsung,"6446,92",-5,
232,Vaso Decorativo 3 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"R$ 3.842,60",186,11/20/2023
288,SSD 128GB Lenovo,informatica,Lenovo,6747.64,-1,23-07-2023
568,Ar Condicionado 128BTUs Samsung,ELETRODOMESTICOS,Samsung,"5318,77",-1,13/08/2024 00:00
185,Luminária de Mesa 2 Casa Store,DecoraÃ§Ã£o,Casa Store,"7114,62",,2024-05-30T00:00:00
308,Guarda-roupa 3 portas Móveis Bento,Moveis,Móveis Bento,8089.17,-5,22-08-2023
337,Micro-ondas 2L Consul,ELETRODOMESTICOS,Consul,"R$ 5.878,40",4,07/17/2025
79,Caixa de Som 3W Sony,eletronicos,Sony,2456.82,,0000-00-00
357,Estante 50 prateleiras Móveis Bento,moveis,Móveis Bento,"6203,04",,17/07/2025
580,Sofá 128 lugares Madesa,Moveis,Madesa,5931.26,-1,09/25/2023
510,Quadro Decorativo 1 Kappesberg,DECORACAO,Kappesberg,6261.67,-5,14-08-2023
412,Teclado Mecânico 256 Multilaser,Informática,Multilaser,5447.16,-1,12/13/2024
69,Fone de Ouvido Bluetooth 12 Samsung,eletronicos,Samsung,8038.97,-5,0000-00-00
513,Tapete 32x2 Genérico,DECORACAO,Genérico,"R$ 8.119,40",-5,2025-08-27
158,Smart TV 8pol LG,ELETRONICOS,LG,6133.46,,03/08/2026
569,Cama Box Casal 65 Madesa,Móveis,Madesa,"R$ 4.757,19",-5,
95,Estante 12 prateleiras Politorno,moveis,Politorno,1285.83,242,14/07/2023
85,Caixa de Som 12W Sony,eletronicos,Sony,1618.08,135,13/06/2024
20,Geladeira Frost Free 65L Consul,Eletrodomésticos,Consul,"R$ 6.575,21",-5,2024-05-17
560,Notebook 8pol Acer,INFORMATICA,Acer,"R$ 1.576,84",461,11/05/2024
172,Tapete 65x2 Casa Store,decoracao,Casa Store,"R$ 177,65",-1,11-10-2023
524,MÃ¡quina de Lavar 6Kg Samsung,eletrodomesticos,Samsung,"R$ 1.824,80",350,07/01/2026
55,Teclado Mecânico 40 Dell,Informática,Dell,"5798,45",,19/09/2024
19,SSD 50GB Lenovo,informatica,Lenovo,"R$ 6.794,37",254,2023/11/19
238,Micro-ondas 256L LG,eletrodomesticos,LG,810.85,,2024-07-16
213,Luminária de Mesa 3 Casa Store,decoracao,Casa Store,8591.66,432,2026-04-24T00:00:00
315,Mesa de jantar 55 lugares Móveis Bento,MÃ³veis,Móveis Bento,6830.81,-1,2024-11-28T00:00:00
122,Smart TV 8pol LG,ELETRONICOS,LG,1122.28,,22/10/2025 00:00
291,Vaso Decorativo 128 Kappesberg,decoracao,Kappesberg,7872.22,-5,08/04/2024 00:00
180,Monitor 256pol Dell,INFORMATICA,Dell,"8330,85",-5,2023-10-02T00:00:00
8,Caixa de Som 55W Sony,EletrÃ´nicos,Sony,"R$ 7.074,71",-1,23/11/2023 00:00
254,Teclado Mecânico 50 Dell,Informática,Dell,"7863,21",-5,08/31/2025
53,Mesa de jantar 12 lugares Genérico,Móveis,Genérico,6776.64,-1,2025-06-06T00:00:00
28,Sofá 12 lugares Politorno,moveis,Politorno,,-1,31-07-2025
444,Rack para TV 40 GenÃ©rico,MÃ³veis,Genérico,,-1,10/07/2025 00:00
224,Geladeira Frost Free 55L LG,eletrodomesticos,LG,3159.56,-5,10/24/2024
130,Máquina de Lavar 65Kg Consul,ELETRODOMESTICOS,Consul,2266.2,-1,17-09-2023
328,Tapete 12x2 Kappesberg,decoracao,Kappesberg,7391.34,70,13-02-2025
501,Monitor 55pol Lenovo,Informática,Lenovo,"R$ 2.721,59",,05-08-2023
162,Notebook 12pol Positivo,informatica,Positivo,2110.49,,2025-05-04T00:00:00
219,Vaso Decorativo 32 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"R$ 6.351,80",190,2024-09-10
261,Teclado Mecânico 65 Multilaser,informatica,Multilaser,"R$ 2.073,62",-5,18/06/2025
339,Teclado Mecânico 12 Acer,informatica,Acer,"R$ 8.789,31",-1,23-09-2023
221,Soundbar 256 Samsung,EletrÃ´nicos,Samsung,6506.3,-1,2026/02/05
549,Tapete 40x3 Kappesberg,decoracao,Kappesberg,"2378,85",-1,
440,Notebook 256pol Positivo,Informática,Positivo,"R$ 1.390,34",-5,09/08/2024
598,Micro-ondas 6L LG,ELETRODOMESTICOS,LG,"R$ 8.679,46",382,01/07/2025
320,Micro-ondas 6L Samsung,Eletrodomésticos,Samsung,"6945,37",-5,2026-02-07T00:00:00
512,Sofá 512 lugares Genérico,MOVEIS,Genérico,,-5,06/15/2025
570,Micro-ondas 3L LG,Eletrodomésticos,LG,"R$ 825,41",,2023-12-18
257,Teclado Mecânico 1 Lenovo,Informática,Lenovo,"R$ 5.576,11",-1,2024/02/03
547,Teclado Mecânico 12 Acer,informatica,Acer,4892.52,,2024/11/07
479,Monitor 2pol Lenovo,INFORMATICA,Lenovo,"1637,18",-1,2024/11/20
65,Rack para TV 32 Móveis Bento,MÃ³veis,Móveis Bento,2729.39,-5,2025/12/18
493,Monitor 256pol Positivo,informatica,Positivo,7975.76,-5,12/05/2026 00:00
365,Teclado Mecânico 512 Positivo,INFORMATICA,Positivo,"R$ 6.757,03",305,2024-08-11T00:00:00
400,Estante 128 prateleiras Politorno,Moveis,Politorno,"R$ 3.929,64",-1,30-06-2025
523,Ar Condicionado 256BTUs Electrolux,Eletrodomésticos,Electrolux,"65,15",-1,2025/05/08
531,Caixa de Som 50W AOC,eletronicos,AOC,4131.78,-5,2025-05-12T00:00:00
151,Tapete 12x1 Genérico,DECORACAO,Genérico,"2061,31",369,13-06-2025
33,Notebook 40pol Acer,Informática,Acer,4627.31,,0000-00-00
68,SSD 55GB Samsung,INFORMATICA,Samsung,"4984,64",,17/09/2024
44,Notebook 32pol Dell,Informática,Dell,"R$ 2.190,53",,09/10/2023 00:00
538,Vaso Decorativo 2 Kappesberg,DECORACAO,Kappesberg,5786.68,,0000-00-00
497,Soundbar 12 LG,Eletrônicos,LG,"6455,79",186,24/08/2024 00:00
59,Sofá 2 lugares Genérico,moveis,Genérico,6155.17,266,0000-00-00
411,Rack para TV 50 Rudnick,Móveis,Rudnick,6964.05,-5,2024/01/22
163,Máquina de Lavar 12Kg Electrolux,ELETRODOMESTICOS,Electrolux,"R$ 5.722,04",154,2024/03/16
414,Notebook 65pol Dell,Informática,Dell,5037.62,,2025-09-16T00:00:00
461,Guarda-roupa 128 portas Móveis Bento,moveis,Móveis Bento,"2141,49",481,14/10/2024 00:00
273,Rack para TV 40 Politorno,Móveis,Politorno,"6775,18",-1,2024/05/14
48,Soundbar 1 LG,eletronicos,LG,6738.67,45,05-09-2024
428,Quadro Decorativo 6 Casa Store,decoracao,Casa Store,,,
467,Vaso Decorativo 256 Casa Store,decoracao,Casa Store,"R$ 7.299,51",-1,02-09-2025
396,Caixa de Som 256W Philips,Eletrônicos,Philips,"R$ 7.340,46",-1,0000-00-00
135,SSD 6GB Acer,Informática,Acer,"R$ 6.601,74",,29/08/2023 00:00
108,Ar Condicionado 6BTUs LG,ELETRODOMESTICOS,LG,4153.81,208,2025-09-29T00:00:00
208,Notebook 2pol Lenovo,informatica,Lenovo,"R$ 1.624,62",-1,12/10/2025
36,Mesa de jantar 128 lugares Genérico,moveis,Genérico,3497.76,364,2024/07/17
496,Vaso Decorativo 6 GenÃ©rico,Decoração,Genérico,3766.11,340,
430,SSD 3GB Samsung,informatica,Samsung,"3257,09",304,2025/12/08
207,Smart TV 1pol LG,ELETRONICOS,LG,4095.87,-5,2025-09-07T00:00:00
152,Vaso Decorativo 55 Trinity,decoracao,Trinity,"R$ 2.778,09",348,15/08/2023
274,Fone de Ouvido Bluetooth 3 Philips,eletronicos,Philips,"8846,99",-5,18-12-2023
241,Luminária de Mesa 1 Trinity,DecoraÃ§Ã£o,Trinity,4393.45,430,27/10/2025
167,Cama Box Casal 55 Rudnick,MOVEIS,Rudnick,7090.8,,0000-00-00
451,SSD 50GB Samsung,Informática,Samsung,2286.42,-1,09/09/2025
472,Caixa de Som 12W Philips,ELETRONICOS,Philips,"R$ 2.467,55",136,09/20/2024
16,Estante 55 prateleiras Artely,MOVEIS,Artely,8894.42,-1,21-06-2024
360,Geladeira Frost Free 512L Consul,ELETRODOMESTICOS,Consul,"R$ 2.374,08",-5,2024/04/20
70,Monitor 256pol Dell,Informática,Dell,,296,25/10/2023 00:00
170,Cama Box Casal 40 Artely,Moveis,Artely,5984.16,,08/01/2025
559,Vaso Decorativo 128 GenÃ©rico,DECORACAO,Genérico,"R$ 8.940,00",-5,2025/04/10
517,Luminária de Mesa 4 Kappesberg,decoracao,Kappesberg,2763.61,-1,2024-11-23T00:00:00
374,Guarda-roupa 6 portas Madesa,moveis,Madesa,3096.85,-5,0000-00-00
553,LuminÃ¡ria de Mesa 2 Trinity,DecoraÃ§Ã£o,Trinity,3071.49,-5,23-07-2025
401,Vaso Decorativo 3 Kappesberg,DecoraÃ§Ã£o,Kappesberg,639.12,437,2025-02-21T00:00:00
366,Monitor 128pol Lenovo,informatica,Lenovo,"8167,36",-5,2025-11-26
443,Micro-ondas 128L Samsung,eletrodomesticos,Samsung,"R$ 380,45",14,2025/12/07
491,Soundbar 512 LG,Eletrônicos,LG,8692.24,-5,03-09-2024
196,Soundbar 3 Multilaser,Eletrônicos,Multilaser,6051.22,-1,2025-02-09
503,Ar Condicionado 32BTUs Brastemp,ELETRODOMESTICOS,Brastemp,"1842,17",-5,06/26/2024
268,Soundbar 2 Multilaser,eletronicos,Multilaser,4666.05,-1,2025/06/08
407,Rack para TV 1 Rudnick,MÃ³veis,Rudnick,2626.33,-1,25-04-2026
259,SSD 6GB Lenovo,informatica,Lenovo,"R$ 1.714,94",,2025-05-08
277,Luminária de Mesa 50 Casa Store,DECORACAO,Casa Store,885.57,-1,2026-01-18T00:00:00
550,Vaso Decorativo 128 Kappesberg,DECORACAO,Kappesberg,2819.25,-5,05/20/2024
541,Quadro Decorativo 40 Casa Store,decoracao,Casa Store,"6792,15",-5,10/13/2024
29,Luminária de Mesa 12 Trinity,decoracao,Trinity,"R$ 3.418,92",-5,21/05/2025 00:00
215,SSD 55GB Lenovo,informatica,Lenovo,"6938,25",,10/17/2023
292,Notebook 128pol Dell,Informática,Dell,8672.47,-5,2026-04-28
250,Quadro Decorativo 6 Trinity,DECORACAO,Trinity,,437,10-12-2023
255,Rack para TV 4 Genérico,moveis,Genérico,1254.84,,25-01-2026
92,Rack para TV 8 GenÃ©rico,moveis,Genérico,4665.36,-5,02/10/2025 00:00
421,Teclado Mecânico 32 Acer,informatica,Acer,"R$ 3.184,05",310,10/04/2026 00:00
543,Soundbar 40 Multilaser,Eletrônicos,Multilaser,6748.44,373,0000-00-00
591,Estante 4 prateleiras Madesa,moveis,Madesa,"2984,49",,
225,LuminÃ¡ria de Mesa 2 Kappesberg,decoracao,Kappesberg,"R$ 6.252,28",-5,2024/09/17
275,Soundbar 128 Philips,EletrÃ´nicos,Philips,7725.55,406,04/21/2025
269,Notebook 12pol Multilaser,Informática,Multilaser,1113.44,-5,30/09/2025 00:00
478,Estante 2 prateleiras Móveis Bento,Móveis,Móveis Bento,3250.58,314,10/08/2023 00:00
99,Geladeira Frost Free 512L Consul,ELETRODOMESTICOS,Consul,"R$ 5.733,13",,2024-01-09
10,Luminária de Mesa 512 Kappesberg,DECORACAO,Kappesberg,,-1,08/10/2024
40,Rack para TV 1 Rudnick,Moveis,Rudnick,5965.86,,2024/07/20
370,Quadro Decorativo 6 Casa Store,DECORACAO,Casa Store,"2303,8",273,26/08/2023
338,Notebook 6pol Samsung,INFORMATICA,Samsung,"R$ 4.037,33",106,2024/12/14
229,Geladeira Frost Free 1L Brastemp,Eletrodomésticos,Brastemp,1507.94,416,27/11/2025
300,Vaso Decorativo 6 Kappesberg,DECORACAO,Kappesberg,7162.06,-5,2023-11-06
101,Geladeira Frost Free 55L Electrolux,Eletrodomésticos,Electrolux,3910.76,,14-11-2023
399,Estante 512 prateleiras Móveis Bento,MÃ³veis,Móveis Bento,"2904,83",246,2025/05/25
209,Monitor 12pol Samsung,Informática,Samsung,4112.15,-5,2023-09-06
228,Rack para TV 256 Genérico,Móveis,Genérico,"R$ 3.334,77",-5,2024-11-25T00:00:00
154,Mesa de jantar 256 lugares Rudnick,Moveis,Rudnick,5996.4,403,2024/12/29
226,Smart TV 40pol Samsung,Eletrônicos,Samsung,3838.19,289,2024-10-14
249,Monitor 40pol Samsung,Informática,Samsung,"4140,6",-5,21/02/2026
341,Vaso Decorativo 512 Casa Store,DECORACAO,Casa Store,"2002,76",-5,25/11/2024 00:00
245,Luminária de Mesa 8 Kappesberg,Decoração,Kappesberg,7078.01,-1,01/02/2024
576,Cama Box Casal 12 Móveis Bento,Moveis,Móveis Bento,"R$ 2.222,81",-5,12/05/2024
502,Geladeira Frost Free 32L LG,ELETRODOMESTICOS,LG,6469.43,96,
121,Guarda-roupa 2 portas Genérico,Móveis,Genérico,6549.56,152,2025/10/11
514,Caixa de Som 2W Multilaser,eletronicos,Multilaser,,319,2025-08-20T00:00:00
35,SSD 8GB Dell,INFORMATICA,Dell,7237.87,-5,10/31/2023
322,Monitor 128pol Dell,INFORMATICA,Dell,"R$ 1.591,10",-5,25-10-2025
133,Tapete 2x1 Kappesberg,DecoraÃ§Ã£o,Kappesberg,2926.31,,11/07/2025 00:00
124,Smart TV 12pol Philips,Eletrônicos,Philips,,,19/04/2025
202,Estante 50 prateleiras Artely,MOVEIS,Artely,1288.94,-5,2025-11-20T00:00:00
272,Caixa de Som 65W Samsung,Eletrônicos,Samsung,"5207,45",437,04/14/2024
247,Teclado MecÃ¢nico 128 Lenovo,Informática,Lenovo,6852.42,-1,2024-10-03T00:00:00
240,Micro-ondas 3L Electrolux,Eletrodomésticos,Electrolux,8151.79,388,03/24/2025
282,Vaso Decorativo 40 Kappesberg,DecoraÃ§Ã£o,Kappesberg,3989.83,-5,06/08/2025 00:00
45,Rack para TV 128 Politorno,Móveis,Politorno,7724.48,-5,0000-00-00
56,Estante 32 prateleiras Artely,MÃ³veis,Artely,"R$ 4.347,07",476,07/01/2024
578,Geladeira Frost Free 8L Samsung,eletrodomesticos,Samsung,7493.63,-5,2024/04/01
107,Micro-ondas 4L LG,eletrodomesticos,LG,2796.12,,2023-10-22
454,Quadro Decorativo 8 Kappesberg,decoracao,Kappesberg,2462.45,-5,2025-06-05
252,SSD 512GB Dell,INFORMATICA,Dell,"5276,25",-5,06/10/2023
267,Geladeira Frost Free 256L Brastemp,Eletrodomésticos,Brastemp,775.28,115,14/07/2025
342,LuminÃ¡ria de Mesa 3 Kappesberg,Decoração,Kappesberg,"7336,41",-1,31-01-2024
94,Rack para TV 55 Madesa,MOVEIS,Madesa,"R$ 7.503,80",,23/03/2024 00:00
74,Quadro Decorativo 4 Trinity,DecoraÃ§Ã£o,Trinity,3345.48,-5,05/06/2025
178,Monitor 4pol Positivo,INFORMATICA,Positivo,"R$ 6.427,90",,2023/08/10
205,Micro-ondas 1L Consul,eletrodomesticos,Consul,293.51,-5,25-01-2025
47,Fone de Ouvido Bluetooth 50 Philips,Eletrônicos,Philips,5004.05,-5,2023-10-23
186,Mesa de jantar 1 lugares Madesa,MÃ³veis,Madesa,3214.94,-5,
527,Ar Condicionado 512BTUs Electrolux,Eletrodomésticos,Electrolux,1817.5,9,2026-03-14T00:00:00
287,Máquina de Lavar 8Kg Consul,Eletrodomésticos,Consul,"R$ 4.214,43",,2026-01-02
343,Monitor 12pol Acer,Informática,Acer,"R$ 7.499,05",-5,05-10-2024
316,SSD 8GB Positivo,INFORMATICA,Positivo,5403.95,,2025/05/02
335,Notebook 50pol Dell,INFORMATICA,Dell,"R$ 2.595,16",-5,10-02-2024
434,SSD 512GB Multilaser,informatica,Multilaser,8193.83,106,2026-06-16
66,Smart TV 8pol Samsung,ELETRONICOS,Samsung,"3755,68",-1,22/09/2024 00:00
349,Luminária de Mesa 1 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"2857,78",-5,2024/09/06
276,Geladeira Frost Free 8L LG,ELETRODOMESTICOS,LG,"R$ 2.080,40",89,24/02/2026
574,Caixa de Som 8W LG,Eletrônicos,LG,,497,2024-07-04T00:00:00
136,Cama Box Casal 50 Móveis Bento,Móveis,Móveis Bento,"R$ 1.658,27",-1,08/10/2023
248,Tapete 55x1 Genérico,DecoraÃ§Ã£o,Genérico,777.83,324,2024-08-11
586,Rack para TV 1 Móveis Bento,moveis,Móveis Bento,1375.0,19,10/01/2024
141,Vaso Decorativo 256 Kappesberg,Decoração,Kappesberg,,-1,20-08-2025
539,Notebook 8pol Multilaser,INFORMATICA,Multilaser,3198.82,216,2024-05-29T00:00:00
573,Tapete 40x2 Trinity,DECORACAO,Trinity,"R$ 548,89",-5,2026/03/07
90,Soundbar 4 Philips,Eletrônicos,Philips,2783.99,-1,2023-07-26
376,Micro-ondas 1L Electrolux,Eletrodomésticos,Electrolux,5788.71,-1,20/05/2026 00:00
307,Luminária de Mesa 1 Trinity,DECORACAO,Trinity,"R$ 3.296,97",-5,2025/03/04
404,Micro-ondas 1L Consul,ELETRODOMESTICOS,Consul,834.63,-5,03/10/2026
381,Máquina de Lavar 65Kg LG,eletrodomesticos,LG,6173.28,-1,2025-12-28
450,Caixa de Som 32W Philips,ELETRONICOS,Philips,"R$ 8.389,55",-1,
347,Teclado Mecânico 512 Lenovo,informatica,Lenovo,5967.76,,2025-07-19
592,Rack para TV 12 Móveis Bento,MÃ³veis,Móveis Bento,"R$ 416,32",431,09/02/2024 00:00
448,Caixa de Som 6W Multilaser,Eletrônicos,Multilaser,5352.68,-5,16/07/2023 00:00
293,Monitor 6pol Positivo,Informática,Positivo,3743.82,-1,25/02/2026
546,Soundbar 32 Sony,ELETRONICOS,Sony,"5208,19",54,2026-03-10T00:00:00
368,Caixa de Som 6W Multilaser,Eletronicos,Multilaser,7061.5,,11-12-2024
452,Caixa de Som 40W AOC,ELETRONICOS,AOC,"1422,92",,05/11/2025
499,Soundbar 3 Multilaser,Eletronicos,Multilaser,2413.43,172,2026-03-07
37,Luminária de Mesa 65 Genérico,DECORACAO,Genérico,"R$ 2.800,61",,04/11/2025
521,Caixa de Som 2W Samsung,EletrÃ´nicos,Samsung,121.59,361,2025-09-21T00:00:00
429,Vaso Decorativo 8 Kappesberg,decoracao,Kappesberg,7254.05,,10/01/2025
160,SSD 2GB Positivo,Informática,Positivo,6633.00,-5,2025-02-17T00:00:00
290,Geladeira Frost Free 1L LG,Eletrodomésticos,LG,1956.22,,07/21/2023
518,Soundbar 256 Sony,eletronicos,Sony,"R$ 3.610,54",13,2023-07-18T00:00:00
301,Mesa de jantar 512 lugares Madesa,Móveis,Madesa,8213.22,26,2024/06/09
120,Tapete 40x3 Genérico,Decoração,Genérico,"R$ 3.193,48",-5,0000-00-00
284,SSD 32GB Acer,Informática,Acer,793.7,,
191,Micro-ondas 40L Samsung,ELETRODOMESTICOS,Samsung,"R$ 7.430,91",-1,13/08/2023 00:00
210,Caixa de Som 2W LG,Eletronicos,LG,"549,11",-1,2025-12-09
333,Mesa de jantar 1 lugares Rudnick,moveis,Rudnick,1249.45,-5,2024-10-09
398,Ar Condicionado 32BTUs Samsung,Eletrodomésticos,Samsung,"R$ 2.062,87",-5,10/05/2024 00:00
385,Monitor 6pol Acer,Informática,Acer,"5765,52",-1,18/08/2024 00:00
278,Mesa de jantar 4 lugares Rudnick,Móveis,Rudnick,"3993,82",-5,23/02/2025
488,Micro-ondas 12L Consul,eletrodomesticos,Consul,"R$ 5.108,73",-5,24-07-2024
504,Vaso Decorativo 2 Trinity,DecoraÃ§Ã£o,Trinity,"R$ 7.915,54",-1,
431,Notebook 65pol Lenovo,Informática,Lenovo,"7857,47",439,10-04-2024
375,Vaso Decorativo 1 Casa Store,decoracao,Casa Store,"R$ 2.011,23",,0000-00-00
494,Máquina de Lavar 50Kg Brastemp,Eletrodomésticos,Brastemp,"R$ 2.277,51",-5,0000-00-00
477,Teclado Mecânico 12 Samsung,informatica,Samsung,"7099,3",-5,
565,Luminária de Mesa 8 Kappesberg,Decoração,Kappesberg,2104.35,382,2026-01-25
145,Luminária de Mesa 55 Trinity,DECORACAO,Trinity,"R$ 5.188,17",-5,
198,Soundbar 12 AOC,EletrÃ´nicos,AOC,8975.07,-1,2025-12-24T00:00:00
532,Teclado Mecânico 40 Samsung,INFORMATICA,Samsung,"R$ 8.593,57",475,2024-05-04
286,Notebook 3pol Lenovo,INFORMATICA,Lenovo,"5770,58",-1,2025-02-27
157,Geladeira Frost Free 8L Consul,Eletrodomésticos,Consul,1440.12,-5,13-04-2026
222,Smart TV 12pol Multilaser,eletronicos,Multilaser,4627.78,322,2025-08-09
5,Vaso Decorativo 3 Trinity,DecoraÃ§Ã£o,Trinity,3097.17,484,2024/10/08
190,Rack para TV 4 Politorno,moveis,Politorno,4360.07,,2026-03-18T00:00:00
468,Smart TV 128pol Samsung,eletronicos,Samsung,"5395,92",-1,31-07-2024
567,Guarda-roupa 40 portas Artely,moveis,Artely,7979.24,-1,
402,Quadro Decorativo 2 Casa Store,Decoração,Casa Store,1582.7,-1,16-06-2024
490,Teclado Mecânico 55 Acer,Informática,Acer,"R$ 3.156,06",376,0000-00-00
233,Ar Condicionado 8BTUs Electrolux,eletrodomesticos,Electrolux,"2852,75",-5,24/08/2023
121,Guarda-roupa 2 portas Genérico,Móveis,Genérico,5148.96,152,2025/10/11
30,Micro-ondas 256L Electrolux,Eletrodomésticos,Electrolux,8719.29,,26-11-2025
471,Geladeira Frost Free 40L LG,ELETRODOMESTICOS,LG,8469.91,152,2024/12/22
199,Micro-ondas 32L LG,ELETRODOMESTICOS,LG,"R$ 3.836,51",-1,06/12/2023 00:00
329,Cama Box Casal 128 Genérico,Móveis,Genérico,605.88,-1,
579,Ar Condicionado 65BTUs Samsung,ELETRODOMESTICOS,Samsung,3049.68,497,05/07/2026
218,Mesa de jantar 40 lugares Rudnick,moveis,Rudnick,"8618,88",434,11-10-2024
184,Máquina de Lavar 1Kg Consul,Eletrodomésticos,Consul,6241.28,475,23-07-2025
554,Guarda-roupa 8 portas Politorno,moveis,Politorno,3997.01,292,11/04/2024
327,Mesa de jantar 12 lugares Artely,moveis,Artely,8279.01,,03/03/2026
462,Fone de Ouvido Bluetooth 3 Samsung,ELETRONICOS,Samsung,"R$ 1.836,87",220,2024/12/03
117,Quadro Decorativo 65 Casa Store,decoracao,Casa Store,"R$ 3.415,02",424,07/05/2024
168,Rack para TV 40 Madesa,Moveis,Madesa,2077.23,-1,2023-12-15
23,Máquina de Lavar 4Kg Samsung,Eletrodomésticos,Samsung,"R$ 2.878,00",-1,04-10-2024
192,Teclado MecÃ¢nico 50 Dell,informatica,Dell,5157.95,-1,11/04/2024
159,Guarda-roupa 40 portas Madesa,MÃ³veis,Madesa,"R$ 1.875,72",-1,23-01-2025
445,Caixa de Som 55W Samsung,eletronicos,Samsung,3405.92,-5,
382,Smart TV 55pol Multilaser,Eletrônicos,Multilaser,3581.28,-5,07/09/2024 00:00
509,Teclado Mecânico 55 Acer,informatica,Acer,3923.09,-5,2024-02-10
161,Micro-ondas 512L Electrolux,Eletrodomésticos,Electrolux,6600.09,115,2025-04-01
460,Guarda-roupa 55 portas Rudnick,Moveis,Rudnick,"8753,68",330,2024/09/19
384,Quadro Decorativo 40 Kappesberg,DecoraÃ§Ã£o,Kappesberg,825.01,,0000-00-00
43,Micro-ondas 1L LG,ELETRODOMESTICOS,LG,"R$ 1.770,82",257,2024-08-18
244,Geladeira Frost Free 2L LG,eletrodomesticos,LG,7046.48,-1,2025-04-18
